leitores;escritores;num_simulacao;tempo_gasto;leitor_escritor;cenario
4;96;1;189;true;5
4;96;1;205;false;5
4;96;2;178;true;5
4;96;2;194;false;5
4;96;3;187;true;5
4;96;3;163;false;5
4;96;4;171;true;5
4;96;4;173;false;5
4;96;5;197;true;5
4;96;5;171;false;5
4;96;6;163;true;5
4;96;6;159;false;5
4;96;7;151;true;5
4;96;7;169;false;5
4;96;8;190;true;5
4;96;8;198;false;5
4;96;9;164;true;5
4;96;9;158;false;5
4;96;10;216;true;5
4;96;10;192;false;5
4;96;11;175;true;5
4;96;11;181;false;5
4;96;12;170;true;5
4;96;12;189;false;5
4;96;13;201;true;5
4;96;13;189;false;5
4;96;14;177;true;5
4;96;14;154;false;5
4;96;15;163;true;5
4;96;15;172;false;5
4;96;16;147;true;5
4;96;16;160;false;5
4;96;17;166;true;5
4;96;17;190;false;5
4;96;18;201;true;5
4;96;18;248;false;5
4;96;19;368;true;5
4;96;19;189;false;5
4;96;20;189;true;5
4;96;20;246;false;5
4;96;21;179;true;5
4;96;21;195;false;5
4;96;22;180;true;5
4;96;22;198;false;5
4;96;23;197;true;5
4;96;23;179;false;5
4;96;24;165;true;5
4;96;24;172;false;5
4;96;25;155;true;5
4;96;25;165;false;5
4;96;26;157;true;5
4;96;26;172;false;5
4;96;27;171;true;5
4;96;27;182;false;5
4;96;28;177;true;5
4;96;28;164;false;5
4;96;29;152;true;5
4;96;29;173;false;5
4;96;30;167;true;5
4;96;30;167;false;5
4;96;31;173;true;5
4;96;31;200;false;5
4;96;32;278;true;5
4;96;32;180;false;5
4;96;33;212;true;5
4;96;33;231;false;5
4;96;34;164;true;5
4;96;34;168;false;5
4;96;35;179;true;5
4;96;35;151;false;5
4;96;36;196;true;5
4;96;36;199;false;5
4;96;37;191;true;5
4;96;37;194;false;5
4;96;38;196;true;5
4;96;38;187;false;5
4;96;39;195;true;5
4;96;39;172;false;5
4;96;40;155;true;5
4;96;40;150;false;5
4;96;41;157;true;5
4;96;41;160;false;5
4;96;42;187;true;5
4;96;42;188;false;5
4;96;43;179;true;5
4;96;43;188;false;5
4;96;44;189;true;5
4;96;44;190;false;5
4;96;45;196;true;5
4;96;45;197;false;5
4;96;46;195;true;5
4;96;46;184;false;5
4;96;47;183;true;5
4;96;47;194;false;5
4;96;48;181;true;5
4;96;48;196;false;5
4;96;49;184;true;5
4;96;49;200;false;5
4;96;50;193;true;5
4;96;50;197;false;5
5;95;1;159;true;6
5;95;1;168;false;6
5;95;2;160;true;6
5;95;2;151;false;6
5;95;3;179;true;6
5;95;3;182;false;6
5;95;4;176;true;6
5;95;4;152;false;6
5;95;5;218;true;6
5;95;5;195;false;6
5;95;6;187;true;6
5;95;6;184;false;6
5;95;7;209;true;6
5;95;7;189;false;6
5;95;8;193;true;6
5;95;8;189;false;6
5;95;9;203;true;6
5;95;9;192;false;6
5;95;10;182;true;6
5;95;10;198;false;6
5;95;11;181;true;6
5;95;11;197;false;6
5;95;12;182;true;6
5;95;12;163;false;6
5;95;13;165;true;6
5;95;13;144;false;6
5;95;14;147;true;6
5;95;14;151;false;6
5;95;15;162;true;6
5;95;15;197;false;6
5;95;16;197;true;6
5;95;16;195;false;6
5;95;17;185;true;6
5;95;17;155;false;6
5;95;18;188;true;6
5;95;18;187;false;6
5;95;19;181;true;6
5;95;19;186;false;6
5;95;20;180;true;6
5;95;20;192;false;6
5;95;21;166;true;6
5;95;21;200;false;6
5;95;22;184;true;6
5;95;22;180;false;6
5;95;23;154;true;6
5;95;23;180;false;6
5;95;24;187;true;6
5;95;24;199;false;6
5;95;25;186;true;6
5;95;25;188;false;6
5;95;26;149;true;6
5;95;26;157;false;6
5;95;27;175;true;6
5;95;27;155;false;6
5;95;28;152;true;6
5;95;28;183;false;6
5;95;29;197;true;6
5;95;29;185;false;6
5;95;30;176;true;6
5;95;30;198;false;6
5;95;31;186;true;6
5;95;31;196;false;6
5;95;32;197;true;6
5;95;32;195;false;6
5;95;33;184;true;6
5;95;33;192;false;6
5;95;34;182;true;6
5;95;34;191;false;6
5;95;35;184;true;6
5;95;35;191;false;6
5;95;36;190;true;6
5;95;36;199;false;6
5;95;37;180;true;6
5;95;37;164;false;6
5;95;38;151;true;6
5;95;38;149;false;6
5;95;39;160;true;6
5;95;39;172;false;6
5;95;40;161;true;6
5;95;40;196;false;6
5;95;41;182;true;6
5;95;41;195;false;6
5;95;42;189;true;6
5;95;42;189;false;6
5;95;43;180;true;6
5;95;43;188;false;6
5;95;44;181;true;6
5;95;44;196;false;6
5;95;45;184;true;6
5;95;45;178;false;6
5;95;46;166;true;6
5;95;46;194;false;6
5;95;47;188;true;6
5;95;47;200;false;6
5;95;48;217;true;6
5;95;48;157;false;6
5;95;49;176;true;6
5;95;49;161;false;6
5;95;50;155;true;6
5;95;50;140;false;6
6;94;1;172;true;7
6;94;1;204;false;7
6;94;2;189;true;7
6;94;2;187;false;7
6;94;3;184;true;7
6;94;3;158;false;7
6;94;4;179;true;7
6;94;4;192;false;7
6;94;5;183;true;7
6;94;5;192;false;7
6;94;6;179;true;7
6;94;6;197;false;7
6;94;7;190;true;7
6;94;7;190;false;7
6;94;8;197;true;7
6;94;8;185;false;7
6;94;9;186;true;7
6;94;9;193;false;7
6;94;10;167;true;7
6;94;10;189;false;7
6;94;11;157;true;7
6;94;11;162;false;7
6;94;12;158;true;7
6;94;12;145;false;7
6;94;13;189;true;7
6;94;13;179;false;7
6;94;14;174;true;7
6;94;14;198;false;7
6;94;15;185;true;7
6;94;15;196;false;7
6;94;16;159;true;7
6;94;16;154;false;7
6;94;17;163;true;7
6;94;17;149;false;7
6;94;18;164;true;7
6;94;18;169;false;7
6;94;19;170;true;7
6;94;19;182;false;7
6;94;20;198;true;7
6;94;20;191;false;7
6;94;21;190;true;7
6;94;21;198;false;7
6;94;22;186;true;7
6;94;22;182;false;7
6;94;23;164;true;7
6;94;23;192;false;7
6;94;24;183;true;7
6;94;24;161;false;7
6;94;25;171;true;7
6;94;25;154;false;7
6;94;26;149;true;7
6;94;26;168;false;7
6;94;27;182;true;7
6;94;27;206;false;7
6;94;28;190;true;7
6;94;28;201;false;7
6;94;29;185;true;7
6;94;29;187;false;7
6;94;30;185;true;7
6;94;30;193;false;7
6;94;31;172;true;7
6;94;31;196;false;7
6;94;32;184;true;7
6;94;32;199;false;7
6;94;33;177;true;7
6;94;33;183;false;7
6;94;34;194;true;7
6;94;34;201;false;7
6;94;35;197;true;7
6;94;35;167;false;7
6;94;36;163;true;7
6;94;36;166;false;7
6;94;37;150;true;7
6;94;37;177;false;7
6;94;38;167;true;7
6;94;38;200;false;7
6;94;39;183;true;7
6;94;39;169;false;7
6;94;40;184;true;7
6;94;40;193;false;7
6;94;41;192;true;7
6;94;41;193;false;7
6;94;42;187;true;7
6;94;42;188;false;7
6;94;43;181;true;7
6;94;43;198;false;7
6;94;44;184;true;7
6;94;44;203;false;7
6;94;45;188;true;7
6;94;45;195;false;7
6;94;46;192;true;7
6;94;46;178;false;7
6;94;47;155;true;7
6;94;47;139;false;7
6;94;48;155;true;7
6;94;48;155;false;7
6;94;49;182;true;7
6;94;49;210;false;7
6;94;50;233;true;7
6;94;50;201;false;7
7;93;1;188;true;8
7;93;1;197;false;8
7;93;2;185;true;8
7;93;2;187;false;8
7;93;3;214;true;8
7;93;3;163;false;8
7;93;4;179;true;8
7;93;4;192;false;8
7;93;5;176;true;8
7;93;5;196;false;8
7;93;6;179;true;8
7;93;6;197;false;8
7;93;7;194;true;8
7;93;7;198;false;8
7;93;8;186;true;8
7;93;8;154;false;8
7;93;9;138;true;8
7;93;9;147;false;8
7;93;10;156;true;8
7;93;10;139;false;8
7;93;11;181;true;8
7;93;11;193;false;8
7;93;12;179;true;8
7;93;12;202;false;8
7;93;13;184;true;8
7;93;13;198;false;8
7;93;14;179;true;8
7;93;14;184;false;8
7;93;15;191;true;8
7;93;15;185;false;8
7;93;16;178;true;8
7;93;16;192;false;8
7;93;17;181;true;8
7;93;17;171;false;8
7;93;18;162;true;8
7;93;18;151;false;8
7;93;19;166;true;8
7;93;19;192;false;8
7;93;20;147;true;8
7;93;20;191;false;8
7;93;21;177;true;8
7;93;21;151;false;8
7;93;22;159;true;8
7;93;22;170;false;8
7;93;23;186;true;8
7;93;23;167;false;8
7;93;24;179;true;8
7;93;24;194;false;8
7;93;25;182;true;8
7;93;25;197;false;8
7;93;26;187;true;8
7;93;26;191;false;8
7;93;27;190;true;8
7;93;27;182;false;8
7;93;28;189;true;8
7;93;28;194;false;8
7;93;29;174;true;8
7;93;29;196;false;8
7;93;30;191;true;8
7;93;30;192;false;8
7;93;31;180;true;8
7;93;31;178;false;8
7;93;32;184;true;8
7;93;32;198;false;8
7;93;33;142;true;8
7;93;33;153;false;8
7;93;34;151;true;8
7;93;34;160;false;8
7;93;35;169;true;8
7;93;35;186;false;8
7;93;36;191;true;8
7;93;36;203;false;8
7;93;37;186;true;8
7;93;37;187;false;8
7;93;38;171;true;8
7;93;38;198;false;8
7;93;39;194;true;8
7;93;39;200;false;8
7;93;40;185;true;8
7;93;40;179;false;8
7;93;41;190;true;8
7;93;41;189;false;8
7;93;42;193;true;8
7;93;42;193;false;8
7;93;43;187;true;8
7;93;43;183;false;8
7;93;44;175;true;8
7;93;44;182;false;8
7;93;45;141;true;8
7;93;45;153;false;8
7;93;46;155;true;8
7;93;46;171;false;8
7;93;47;190;true;8
7;93;47;193;false;8
7;93;48;178;true;8
7;93;48;186;false;8
7;93;49;182;true;8
7;93;49;198;false;8
7;93;50;179;true;8
7;93;50;190;false;8
8;92;1;184;true;9
8;92;1;196;false;9
8;92;2;179;true;9
8;92;2;194;false;9
8;92;3;178;true;9
8;92;3;152;false;9
8;92;4;195;true;9
8;92;4;200;false;9
8;92;5;172;true;9
8;92;5;197;false;9
8;92;6;185;true;9
8;92;6;164;false;9
8;92;7;156;true;9
8;92;7;162;false;9
8;92;8;148;true;9
8;92;8;153;false;9
8;92;9;181;true;9
8;92;9;190;false;9
8;92;10;177;true;9
8;92;10;201;false;9
8;92;11;206;true;9
8;92;11;191;false;9
8;92;12;180;true;9
8;92;12;193;false;9
8;92;13;178;true;9
8;92;13;186;false;9
8;92;14;177;true;9
8;92;14;182;false;9
8;92;15;178;true;9
8;92;15;191;false;9
8;92;16;181;true;9
8;92;16;185;false;9
8;92;17;163;true;9
8;92;17;184;false;9
8;92;18;158;true;9
8;92;18;151;false;9
8;92;19;174;true;9
8;92;19;188;false;9
8;92;20;148;true;9
8;92;20;153;false;9
8;92;21;149;true;9
8;92;21;178;false;9
8;92;22;175;true;9
8;92;22;197;false;9
8;92;23;184;true;9
8;92;23;174;false;9
8;92;24;179;true;9
8;92;24;197;false;9
8;92;25;179;true;9
8;92;25;191;false;9
8;92;26;185;true;9
8;92;26;195;false;9
8;92;27;171;true;9
8;92;27;196;false;9
8;92;28;185;true;9
8;92;28;185;false;9
8;92;29;175;true;9
8;92;29;196;false;9
8;92;30;186;true;9
8;92;30;183;false;9
8;92;31;175;true;9
8;92;31;156;false;9
8;92;32;140;true;9
8;92;32;161;false;9
8;92;33;151;true;9
8;92;33;177;false;9
8;92;34;207;true;9
8;92;34;181;false;9
8;92;35;173;true;9
8;92;35;196;false;9
8;92;36;189;true;9
8;92;36;196;false;9
8;92;37;186;true;9
8;92;37;192;false;9
8;92;38;188;true;9
8;92;38;199;false;9
8;92;39;178;true;9
8;92;39;188;false;9
8;92;40;182;true;9
8;92;40;189;false;9
8;92;41;170;true;9
8;92;41;192;false;9
8;92;42;172;true;9
8;92;42;194;false;9
8;92;43;152;true;9
8;92;43;156;false;9
8;92;44;147;true;9
8;92;44;153;false;9
8;92;45;179;true;9
8;92;45;200;false;9
8;92;46;183;true;9
8;92;46;183;false;9
8;92;47;183;true;9
8;92;47;199;false;9
8;92;48;180;true;9
8;92;48;194;false;9
8;92;49;187;true;9
8;92;49;190;false;9
8;92;50;175;true;9
8;92;50;196;false;9
9;91;1;195;true;10
9;91;1;194;false;10
9;91;2;176;true;10
9;91;2;195;false;10
9;91;3;173;true;10
9;91;3;173;false;10
9;91;4;156;true;10
9;91;4;179;false;10
9;91;5;160;true;10
9;91;5;152;false;10
9;91;6;156;true;10
9;91;6;151;false;10
9;91;7;171;true;10
9;91;7;204;false;10
9;91;8;188;true;10
9;91;8;197;false;10
9;91;9;182;true;10
9;91;9;183;false;10
9;91;10;190;true;10
9;91;10;190;false;10
9;91;11;177;true;10
9;91;11;190;false;10
9;91;12;180;true;10
9;91;12;194;false;10
9;91;13;164;true;10
9;91;13;183;false;10
9;91;14;178;true;10
9;91;14;186;false;10
9;91;15;179;true;10
9;91;15;199;false;10
9;91;16;172;true;10
9;91;16;178;false;10
9;91;17;128;true;10
9;91;17;168;false;10
9;91;18;159;true;10
9;91;18;156;false;10
9;91;19;149;true;10
9;91;19;183;false;10
9;91;20;166;true;10
9;91;20;167;false;10
9;91;21;178;true;10
9;91;21;188;false;10
9;91;22;181;true;10
9;91;22;146;false;10
9;91;23;168;true;10
9;91;23;180;false;10
9;91;24;183;true;10
9;91;24;197;false;10
9;91;25;166;true;10
9;91;25;199;false;10
9;91;26;172;true;10
9;91;26;176;false;10
9;91;27;156;true;10
9;91;27;188;false;10
9;91;28;176;true;10
9;91;28;191;false;10
9;91;29;163;true;10
9;91;29;174;false;10
9;91;30;154;true;10
9;91;30;159;false;10
9;91;31;131;true;10
9;91;31;154;false;10
9;91;32;194;true;10
9;91;32;190;false;10
9;91;33;184;true;10
9;91;33;179;false;10
9;91;34;175;true;10
9;91;34;209;false;10
9;91;35;179;true;10
9;91;35;198;false;10
9;91;36;181;true;10
9;91;36;188;false;10
9;91;37;179;true;10
9;91;37;181;false;10
9;91;38;178;true;10
9;91;38;197;false;10
9;91;39;172;true;10
9;91;39;196;false;10
9;91;40;175;true;10
9;91;40;194;false;10
9;91;41;154;true;10
9;91;41;148;false;10
9;91;42;141;true;10
9;91;42;164;false;10
9;91;43;138;true;10
9;91;43;192;false;10
9;91;44;182;true;10
9;91;44;185;false;10
9;91;45;184;true;10
9;91;45;194;false;10
9;91;46;174;true;10
9;91;46;181;false;10
9;91;47;177;true;10
9;91;47;196;false;10
9;91;48;162;true;10
9;91;48;185;false;10
9;91;49;185;true;10
9;91;49;193;false;10
9;91;50;168;true;10
9;91;50;205;false;10
10;90;1;167;true;11
10;90;1;199;false;11
10;90;2;172;true;11
10;90;2;199;false;11
10;90;3;142;true;11
10;90;3;158;false;11
10;90;4;161;true;11
10;90;4;141;false;11
10;90;5;171;true;11
10;90;5;194;false;11
10;90;6;170;true;11
10;90;6;192;false;11
10;90;7;179;true;11
10;90;7;193;false;11
10;90;8;191;true;11
10;90;8;188;false;11
10;90;9;175;true;11
10;90;9;184;false;11
10;90;10;182;true;11
10;90;10;196;false;11
10;90;11;180;true;11
10;90;11;198;false;11
10;90;12;191;true;11
10;90;12;196;false;11
10;90;13;176;true;11
10;90;13;187;false;11
10;90;14;181;true;11
10;90;14;168;false;11
10;90;15;142;true;11
10;90;15;134;false;11
10;90;16;144;true;11
10;90;16;176;false;11
10;90;17;160;true;11
10;90;17;183;false;11
10;90;18;182;true;11
10;90;18;151;false;11
10;90;19;152;true;11
10;90;19;169;false;11
10;90;20;186;true;11
10;90;20;151;false;11
10;90;21;198;true;11
10;90;21;200;false;11
10;90;22;177;true;11
10;90;22;173;false;11
10;90;23;171;true;11
10;90;23;160;false;11
10;90;24;171;true;11
10;90;24;177;false;11
10;90;25;172;true;11
10;90;25;181;false;11
10;90;26;167;true;11
10;90;26;194;false;11
10;90;27;177;true;11
10;90;27;197;false;11
10;90;28;151;true;11
10;90;28;153;false;11
10;90;29;150;true;11
10;90;29;155;false;11
10;90;30;154;true;11
10;90;30;189;false;11
10;90;31;180;true;11
10;90;31;187;false;11
10;90;32;175;true;11
10;90;32;190;false;11
10;90;33;195;true;11
10;90;33;197;false;11
10;90;34;178;true;11
10;90;34;182;false;11
10;90;35;174;true;11
10;90;35;195;false;11
10;90;36;181;true;11
10;90;36;192;false;11
10;90;37;182;true;11
10;90;37;195;false;11
10;90;38;172;true;11
10;90;38;195;false;11
10;90;39;172;true;11
10;90;39;162;false;11
10;90;40;149;true;11
10;90;40;143;false;11
10;90;41;143;true;11
10;90;41;151;false;11
10;90;42;186;true;11
10;90;42;201;false;11
10;90;43;183;true;11
10;90;43;173;false;11
10;90;44;178;true;11
10;90;44;192;false;11
10;90;45;163;true;11
10;90;45;201;false;11
10;90;46;189;true;11
10;90;46;186;false;11
10;90;47;181;true;11
10;90;47;183;false;11
10;90;48;180;true;11
10;90;48;192;false;11
10;90;49;181;true;11
10;90;49;193;false;11
10;90;50;183;true;11
10;90;50;195;false;11
11;89;1;183;true;12
11;89;1;200;false;12
11;89;2;133;true;12
11;89;2;165;false;12
11;89;3;150;true;12
11;89;3;174;false;12
11;89;4;173;true;12
11;89;4;166;false;12
11;89;5;201;true;12
11;89;5;195;false;12
11;89;6;176;true;12
11;89;6;192;false;12
11;89;7;188;true;12
11;89;7;196;false;12
11;89;8;164;true;12
11;89;8;192;false;12
11;89;9;164;true;12
11;89;9;200;false;12
11;89;10;178;true;12
11;89;10;191;false;12
11;89;11;181;true;12
11;89;11;194;false;12
11;89;12;172;true;12
11;89;12;182;false;12
11;89;13;161;true;12
11;89;13;159;false;12
11;89;14;151;true;12
11;89;14;144;false;12
11;89;15;134;true;12
11;89;15;174;false;12
11;89;16;187;true;12
11;89;16;199;false;12
11;89;17;172;true;12
11;89;17;184;false;12
11;89;18;171;true;12
11;89;18;171;false;12
11;89;19;174;true;12
11;89;19;171;false;12
11;89;20;171;true;12
11;89;20;194;false;12
11;89;21;204;true;12
11;89;21;193;false;12
11;89;22;172;true;12
11;89;22;157;false;12
11;89;23;164;true;12
11;89;23;184;false;12
11;89;24;180;true;12
11;89;24;183;false;12
11;89;25;181;true;12
11;89;25;190;false;12
11;89;26;178;true;12
11;89;26;165;false;12
11;89;27;146;true;12
11;89;27;154;false;12
11;89;28;133;true;12
11;89;28;158;false;12
11;89;29;160;true;12
11;89;29;190;false;12
11;89;30;178;true;12
11;89;30;189;false;12
